Real_Time,Time_Elapsed(s),Lux,Target,Effort,Foil_V,LED_Pct
15:31:13,2615.348,999,1000,112,10.0,21
15:31:13,2615.549,995,1000,112,10.0,21
15:31:13,2615.74,997,1000,112,10.0,21
15:31:13,2615.939,998,1000,112,10.0,21
15:31:13,2616.141,999,1000,112,10.0,21
15:31:14,2616.342,995,1000,112,10.0,21
15:31:14,2616.545,997,1000,112,10.0,21
15:31:14,2616.746,998,1000,112,10.0,21
15:31:14,2616.937,995,1000,112,10.0,21
15:31:14,2617.137,991,1000,112,10.0,21
15:31:15,2617.335,996,1000,112,10.0,21
15:31:15,2617.536,993,1000,112,10.0,21
15:31:15,2617.736,994,1000,112,10.0,21
15:31:15,2617.939,999,1000,112,10.0,21
15:31:15,2618.14,996,1000,112,10.0,21
15:31:16,2618.341,1000,1000,112,10.0,21
15:31:16,2618.533,997,1000,112,10.0,21
15:31:16,2618.731,998,1000,112,10.0,21
15:31:16,2618.931,1002,1000,112,10.0,21
15:31:16,2619.131,1002,1000,112,10.0,21
15:31:17,2619.334,1005,1000,112,10.0,21
15:31:17,2619.536,999,1000,112,10.0,21
15:31:17,2619.737,1000,1000,112,10.0,21
15:31:17,2619.937,1003,1000,112,10.0,21
15:31:17,2620.127,999,1000,112,10.0,21
15:31:18,2620.327,1003,1000,112,10.0,21
15:31:18,2620.527,1006,1000,112,10.0,21
15:31:18,2620.729,1004,1000,112,10.0,21
15:31:18,2620.93,1005,1000,112,10.0,21
15:31:18,2621.132,1005,1000,112,10.0,21
15:31:19,2621.334,1002,1000,112,10.0,21
15:31:19,2621.524,1002,1000,112,10.0,21
15:31:19,2621.724,1002,1000,112,10.0,21
15:31:19,2621.923,1003,1000,112,10.0,21
15:31:19,2622.122,1001,1000,112,10.0,21
15:31:20,2622.324,1001,1000,112,10.0,21
15:31:20,2622.526,1001,1000,112,10.0,21
15:31:20,2622.728,1002,1000,112,10.0,21
15:31:20,2622.929,997,1000,112,10.0,21
15:31:20,2623.12,998,1000,112,10.0,21
15:31:21,2623.319,1000,1000,112,10.0,21
15:31:21,2623.519,1000,1000,112,10.0,21
15:31:21,2623.718,995,1000,112,10.0,21
15:31:21,2623.92,997,1000,112,10.0,21
15:31:21,2624.124,998,1000,112,10.0,21
15:31:22,2624.325,996,1000,112,10.0,21
15:31:22,2624.516,992,1000,112,10.0,21
15:31:22,2624.716,997,1000,112,10.0,21
15:31:22,2624.914,995,1000,112,10.0,21
15:31:22,2625.114,1000,1000,112,10.0,21
15:31:23,2625.313,997,1000,112,10.0,21
15:31:23,2625.514,1001,1000,112,10.0,21
15:31:23,2625.713,1004,1000,112,10.0,21
15:31:23,2625.914,1003,1000,112,10.0,21
15:31:23,2626.119,1006,1000,112,10.0,21
15:31:24,2626.32,1000,1000,112,10.0,21
15:31:24,2626.51,1001,1000,112,10.0,21
15:31:24,2626.709,1002,1000,112,10.0,21
15:31:24,2626.911,1003,1000,112,10.0,21
15:31:24,2627.113,997,1000,112,10.0,21
15:31:25,2627.314,999,1000,112,10.0,21
15:31:25,2627.516,1000,1000,112,10.0,21
15:31:25,2627.716,999,1000,112,10.0,21
15:31:25,2627.907,994,1000,112,10.0,21
15:31:25,2628.105,999,1000,112,10.0,21
15:31:26,2628.307,996,1000,112,10.0,21
15:31:26,2628.505,999,1000,112,10.0,21
15:31:26,2628.706,997,1000,112,10.0,21
15:31:26,2628.91,1001,1000,112,10.0,21
15:31:26,2629.112,1004,1000,112,10.0,21
15:31:27,2629.302,1003,1000,112,10.0,21
